State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,APC,LP,PDP,NNPP,Local Government Name,Latitude,Longitude,Latitude_rad,Longitude_rad,APC_outlier_score,LP_outlier_score,PDP_outlier_score,NNPP_outlier_score
DELTA,ISOKO SOUTH,UZERE,10-10-04-008,"OBUGHE HALL (I), UHERI",143,528,19,54,53,0,ISOKO SOUTH,6.2082877,6.7136439,0.108355061,0.117175191,4.277777778,51.38888889,24.94444444,0.555555556
DELTA,ISOKO SOUTH,UZERE,10-10-04-010,"UZERE PRIMARY SCHOOL,UHERI",132,419,14,54,61,0,ISOKO SOUTH,5.3362162,6.2323518,0.093134542,0.108775059,6.666666667,5,26,0.333333333
DELTA,ISOKO SOUTH,UZERE,10-10-04-011,"URUEHE HALL, EZEDE",137,644,23,76,34,1,ISOKO SOUTH,5.3366061,6.232006,0.093141347,0.108769024,5.333333333,24.33333333,10,1
DELTA,ISOKO SOUTH,UZERE,10-10-04-013,"ETERI HALL, EZEDE",143,524,22,53,61,1,ISOKO SOUTH,6.2082877,6.7136439,0.108355061,0.117175191,7.444444444,52.44444444,33.38888889,0.5
DELTA,ISOKO SOUTH,UZERE,10-10-04-014,"PARIS STREET, EZEDE",126,572,19,65,37,0,ISOKO SOUTH,5.3362442,6.2322852,0.093135031,0.108773897,0,9.666666667,6,0.333333333
DELTA,ISOKO SOUTH,UZERE,10-10-04-016,"URUEDE HALL, EZEDE",98,534,20,36,34,0,ISOKO SOUTH,5.3366061,6.232006,0.093141347,0.108769024,1.333333333,29,10,0.333333333
DELTA,ISOKO SOUTH,UZERE,10-10-04-017,"ABALE SQUARE, ABALE VILLAGE",128,951,23,45,54,0,ISOKO SOUTH,6.2082877,6.7136439,0.108355061,0.117175191,8.5,60.88888889,26,0.555555556
DELTA,ISOKO SOUTH,UZERE,10-10-04-018,"IBORO SQUARE, IBORO",90,986,30,36,13,0,ISOKO SOUTH,6.2082877,6.7136439,0.108355061,0.117175191,15.88888889,70.38888889,17.27777778,0.555555556
DELTA,ISOKO SOUTH,UZERE,10-10-04-019,"COMMUNITY TOWN HALL, URUAFIKI/OTIBIERE",81,316,14,32,25,0,ISOKO SOUTH,5.4601511,6.2030258,0.095297614,0.108263224,3.212121212,87.60606061,0.757575758,1.03030303
DELTA,ISOKO SOUTH,UZERE,10-10-04-021,"OBUGHE HALL II, UHERI",141,567,26,52,61,0,ISOKO SOUTH,6.2082877,6.7136439,0.108355061,0.117175191,11.66666667,53.5,33.38888889,0.555555556
DELTA,ISOKO SOUTH,EMEDE,10-10-05-005,"URUAKA  HALL, OKPOHRO/ADAZA/ETEVIE",214,1285,36,155,13,2,ISOKO SOUTH,5.5020025,6.1791555,0.096028059,0.107846608,22.16129032,72.61290323,15.03225806,1.935483871
DELTA,ISOKO SOUTH,EMEDE,10-10-05-006,"EWERI PRIMARY SCHOOL, OKPOHRO/ADAZA/ETEVIE",208,1160,39,143,23,0,ISOKO SOUTH,5.4080888,6.1762247,0.094388956,0.107795456,,,,
DELTA,ISOKO SOUTH,EMEDE,10-10-05-008,"OKROMORO HALL, URUAKA, OKROMORO",171,1054,27,115,26,0,ISOKO SOUTH,5.5020025,6.1791555,0.096028059,0.107846608,12.87096774,31.32258065,1.612903226,0.129032258
DELTA,ISOKO SOUTH,EMEDE,10-10-05-009,"OKPAKPAJE  HALL, URUAKA, OKROMORO",175,889,21,116,36,0,ISOKO SOUTH,5.4208779,6.1770251,0.094612168,0.107809426,4,62.33333333,28.33333333,0
DELTA,ISOKO SOUTH,EMEDE,10-10-05-010,"EWEOKPE  HALL, URUAKA, OKROMORO",177,1191,28,110,33,0,ISOKO SOUTH,5.5020025,6.1791555,0.096028059,0.107846608,13.90322581,26.16129032,5.612903226,0.129032258
DELTA,ISOKO SOUTH,EMEDE,10-10-05-011,"URI JAKA  HALL, URUAKA, OKROMORO",158,1146,25,86,37,0,ISOKO SOUTH,5.5020025,6.1791555,0.096028059,0.107846608,10.80645161,1.387096774,9.741935484,0.129032258
DELTA,ISOKO SOUTH,EMEDE,10-10-05-012,"ENUTO/IKOYI  HALL, ENUTO QUARTERS",168,980,11,129,28,0,ISOKO SOUTH,5.4095601,6.1898262,0.094414635,0.108032847,19,102.5,27,0
DELTA,ISOKO SOUTH,OLOMORO,10-10-06-001,"EKREWOLOWO HALL, URUABE QUARTERS",242,1413,24,121,64,3,ISOKO SOUTH,5.4601511,6.2030258,0.095297614,0.108263224,7.090909091,4.090909091,40.93939394,2.060606061
DELTA,ISOKO SOUTH,OLOMORO,10-10-06-002,"OLOMORO PRIMARY SCHOOL, URUABE QUARTERS",226,1410,41,144,31,0,ISOKO SOUTH,5.4361003,6.1420947,0.094877849,0.107199775,37,110,20,0
DELTA,ISOKO SOUTH,OLOMORO,10-10-06-004,"EVIEWHO  HALL, UKOLI QUARTERS",236,1297,10,122,70,1,ISOKO SOUTH,5.5020025,6.1791555,0.096028059,0.107846608,4.677419355,38.5483871,43.80645161,0.903225806
DELTA,ISOKO SOUTH,OLOMORO,10-10-06-005,"ENURU  HALL, UKOLI QUARTERS",277,1270,19,150,71,0,ISOKO SOUTH,5.5020025,6.1791555,0.096028059,0.107846608,4.612903226,67.4516129,44.83870968,0.129032258
DELTA,ISOKO SOUTH,OLOMORO,10-10-06-006,"URUWHORU HALL, EGBO QUARTERS",186,736,0,0,0,0,ISOKO SOUTH,5.5020025,6.1791555,0.096028059,0.107846608,15,87.38709677,28.4516129,0.129032258
DELTA,ISOKO SOUTH,OLOMORO,10-10-06-007,"EKRETU HALL, EGBO QUARTERS",151,686,16,74,24,0,ISOKO SOUTH,5.4601511,6.2030258,0.095297614,0.108263224,1.151515152,44.33333333,0.272727273,1.03030303
DELTA,ISOKO SOUTH,OLOMORO,10-10-06-010,"IKIAGBODO HALL, IKIAGBODO, IVIRI, IWRIDE",125,466,0,0,0,0,ISOKO SOUTH,5.4601511,6.2030258,0.095297614,0.108263224,17.63636364,120.5757576,25,1.03030303
DELTA,ISOKO SOUTH,OLOMORO,10-10-06-014,"ETESO HALL, UKOLI QUARTERS II",144,829,9,94,34,1,ISOKO SOUTH,5.4601511,6.2030258,0.095297614,0.108263224,8.363636364,23.72727273,10.03030303,0
DELTA,ISOKO SOUTH,IGBIDE,10-10-07-002,"URUOVO HALL, OWODOKPOKPO",163,433,15,66,76,0,ISOKO SOUTH,5.5020025,6.1791555,0.096028059,0.107846608,0.483870968,19.25806452,50,0.129032258
DELTA,ISOKO SOUTH,IGBIDE,10-10-07-003,"UVRUDU HALL, OWODOKPOKPO",166,570,2,93,54,0,ISOKO SOUTH,5.5020025,6.1791555,0.096028059,0.107846608,12.93548387,8.612903226,27.29032258,0.129032258
DELTA,ISOKO SOUTH,IGBIDE,10-10-07-004,"URIE PRIMARY SCHOOL,  OWODOKPOKPO",148,602,20,78,41,3,ISOKO SOUTH,5.3263913,6.1611498,0.092963065,0.10753235,3,1,4,1
DELTA,ISOKO SOUTH,IGBIDE,10-10-07-005,"UREIKI HALL,  OWODOKPOKPO",140,794,17,77,37,2,ISOKO SOUTH,5.329194,6.164264,0.093011982,0.107586703,3,1,4,1
DELTA,ISOKO SOUTH,IGBIDE,10-10-07-009,"ILOGE HALL, OTERI - IGBIDE",112,340,17,47,41,0,ISOKO SOUTH,5.5020025,6.1791555,0.096028059,0.107846608,2.548387097,38.87096774,13.87096774,0.129032258
DELTA,ISOKO SOUTH,IGBIDE,10-10-07-010,"OKPOHRO HALL, OKPOHRO QUARTERS",134,630,35,44,47,0,ISOKO SOUTH,5.368375,6.1433986,0.093695819,0.107222533,26.73333333,5.4,29.46666667,0.133333333
DELTA,ISOKO SOUTH,IGBIDE,10-10-07-011,"OTIBIO HALL, OKPOHRO QUARTERS",190,811,18,73,85,0,ISOKO SOUTH,5.5020025,6.1791555,0.096028059,0.107846608,3.580645161,12.03225806,59.29032258,0.129032258
DELTA,ISOKO SOUTH,IGBIDE,10-10-07-013,"ERU PRIMARY SCHOOL, OKPOHRO QUARTERS",157,850,10,94,45,0,ISOKO SOUTH,5.4748806,6.2069792,0.095554693,0.108332224,4.058823529,18.29411765,16.47058824,0.117647059
DELTA,ISOKO SOUTH,IGBIDE,10-10-07-016,"URUWHRE HALL, URUWHRE QUARTERS",177,714,47,77,40,0,ISOKO SOUTH,5.3689166,6.1433809,0.093705272,0.107222224,39.53333333,29.8,22,0.133333333
DELTA,ISOKO SOUTH,IGBIDE,10-10-07-017,UBINI/ATTA - IGBIDE GRAMMAR SCHOOL  URUWHRE,145,526,57,56,34,0,ISOKO SOUTH,5.4324351,6.1994873,0.094813879,0.108201465,17.42857143,19.14285714,14.14285714,0.428571429
DELTA,ISOKO SOUTH,IGBIDE,10-10-07-018,"URUEYAE HALL, URUWHRE",143,667,5,98,40,0,ISOKO SOUTH,5.3689166,6.1433809,0.093705272,0.107222224,5.266666667,52.2,22,0.133333333
DELTA,ISOKO SOUTH,IGBIDE,10-10-07-019,"UBRENYE HALL, UBRENYE QUARTERS II",116,418,6,63,22,0,ISOKO SOUTH,5.368375,6.1433986,0.093695819,0.107222533,4.2,14.86666667,2.8,0.133333333
DELTA,ISOKO SOUTH,EROWA/UMEH,10-10-08-001,"URUOPE QUARTERS, EROHWA",60,429,14,12,31,0,ISOKO SOUTH,5.2693357,6.1633042,0.091967257,0.107569951,2.7,28.5,2.1,0.8
DELTA,ISOKO SOUTH,EROWA/UMEH,10-10-08-002,"ERUOVE QUARTERS, EROHWA",83,403,15,16,32,0,ISOKO SOUTH,5.2693357,6.1633042,0.091967257,0.107569951,3.8,24.1,1,0.8
DELTA,ISOKO SOUTH,EROWA/UMEH,10-10-08-003,"EKUKENI QUARTERS, EROHWA",66,411,20,7,29,0,ISOKO SOUTH,5.2693357,6.1633042,0.091967257,0.107569951,9.3,34,4.3,0.8
DELTA,ISOKO SOUTH,EROWA/UMEH,10-10-08-004,"IGBOBIE PRIMARY SCHOOL, EROHWA I",135,523,32,54,46,0,ISOKO SOUTH,5.2458808,6.2076936,0.091557892,0.108344692,,,,
DELTA,ISOKO SOUTH,EROWA/UMEH,10-10-08-005,"UMEH PRIMARY SCHOOL, UMEH I",168,961,16,69,60,0,ISOKO SOUTH,5.2662552,6.1504202,0.091913492,0.107345083,,,,
DELTA,ISOKO SOUTH,EROWA/UMEH,10-10-08-006,"UMEH PRIMARY SCHOOL, UMEH II",180,1466,20,71,65,0,ISOKO SOUTH,5.2693357,6.1633042,0.091967257,0.107569951,9.3,36.4,35.3,0.8
DELTA,ISOKO SOUTH,EROWA/UMEH,10-10-08-008,"UMEH GRAMMAR SCHOOL, UMEH IV",178,1123,21,64,82,1,ISOKO SOUTH,5.2693357,6.1633042,0.091967257,0.107569951,10.4,28.7,54,0.3
DELTA,ISOKO SOUTH,EROWA/UMEH,10-10-08-009,"UMEH QUARTERS, EROHWA",45,355,5,4,31,0,ISOKO SOUTH,5.2693357,6.1633042,0.091967257,0.107569951,7.2,37.3,2.1,0.8
DELTA,ISOKO SOUTH,IRRI I,10-10-10-001,"EZO HALL, OKOGHO",231,805,18,93,97,1,ISOKO SOUTH,5.4601511,6.2030258,0.095297614,0.108263224,0.909090909,24.75757576,74.93939394,0
DELTA,ISOKO SOUTH,IRRI I,10-10-10-002,"ITIMI PRIMARY SCHOOL, ENURU",211,612,39,81,67,0,ISOKO SOUTH,5.4360634,6.2068299,0.094877205,0.108329618,3.142857143,9.428571429,23.57142857,0.428571429
DELTA,ISOKO SOUTH,IRRI I,10-10-10-004,"ONYARUWE HALL, OKOGHO",191,643,19,112,61,1,ISOKO SOUTH,5.4601511,6.2030258,0.095297614,0.108263224,1.939393939,5.181818182,37.84848485,0
DELTA,ISOKO SOUTH,IRRI I,10-10-10-005,"EVIEWHO HALL, EVIEWHO",228,879,11,154,54,0,ISOKO SOUTH,5.4491106,6.2075228,0.095104921,0.108341711,4.666666667,14.33333333,37.33333333,1.666666667
DELTA,ISOKO SOUTH,IRRI I,10-10-10-006,"IRRI TOWN HALL, EVIEWHO",252,861,28,162,50,0,ISOKO SOUTH,5.435233,6.2269763,0.094862711,0.108681239,,,,
DELTA,ISOKO SOUTH,IRRI I,10-10-10-008,"OMO-ODE PRIMARY SCHOOL, EVIEWHO/OKPARA",244,727,22,167,44,3,ISOKO SOUTH,5.4360634,6.2068299,0.094877205,0.108329618,22.57142857,107.7142857,2.714285714,3
DELTA,ISOKO SOUTH,IRRI I,10-10-10-010,OTIBIO ST. OKPARA,256,998,0,0,0,0,ISOKO SOUTH,5.4556347,6.198293,0.095218788,0.108180621,17.60606061,120.6969697,24.51515152,1.090909091
DELTA,ISOKO SOUTH,IRRI I,10-10-10-013,"AGBAMA/OWHODUE, UZI",163,546,16,106,19,3,ISOKO SOUTH,5.4556347,6.198293,0.095218788,0.108180621,1.121212121,11.48484848,4.939393939,2
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-001,"ADA PRIMARY SCHOOL, ADA - IRRI",273,1186,104,95,62,0,ISOKO SOUTH,5.4360634,6.2068299,0.094877205,0.108329618,71.14285714,25.42857143,17.85714286,0.428571429
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-002,"ETO  PRIMARY SCHOOL, IVORI, IVORI OGEGE",63,590,10,16,31,0,ISOKO SOUTH,5.4360634,6.2068299,0.094877205,0.108329618,36.28571429,64.85714286,17.57142857,0.428571429
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-003,"ETO  PRIMARY SCHOOL, IVORI, IVORI OKPOMOKU",72,513,12,22,34,2,ISOKO SOUTH,5.4174685,6.308995,0.094552662,0.110112735,0.5,2,16.5,1.5
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-004,"ETO  PRIMARY SCHOOL, IVORI, IVORI ETEVIE",59,544,15,19,26,0,ISOKO SOUTH,5.4174685,6.308995,0.094552662,0.110112735,4,6.5,4.5,1.5
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-005,"ETO  PRIMARY SCHOOL, IVORI, IVORI UGBUKU",53,555,10,29,9,1,ISOKO SOUTH,5.4174685,6.308995,0.094552662,0.110112735,3.5,8.5,21,0
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-006,"INYELOGBO QUARTERS, IDHEZE",100,507,9,32,43,1,ISOKO SOUTH,5.5089544,6.2837827,0.096149393,0.109672698,3,67,34,1
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-007,"IDHEZE PRIMARY SCHOOL, IDHEZE",195,764,6,99,77,0,ISOKO SOUTH,5.507235,6.2880154,0.096119383,0.109746572,3,67,34,1
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-009,"UGBAKWOKWO  QUARTERS, IDHEZE",72,601,6,22,31,0,ISOKO SOUTH,5.4556347,6.198293,0.095218788,0.108180621,11.42424242,98.03030303,7.424242424,1.090909091
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-010,"OBROGO PRIMARY SCHOOL, ORIE I",98,295,4,64,22,1,ISOKO SOUTH,5.4748806,6.2069792,0.095554693,0.108332224,10.41176471,13.47058824,7.882352941,0.941176471
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-011,"OBROGO PRIMARY SCHOOL, ORIE II",111,330,16,58,31,0,ISOKO SOUTH,5.4748806,6.2069792,0.095554693,0.108332224,2.294117647,19.82352941,1.647058824,0.117647059
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-012,"ORIE TOWN HALL, ORIE",114,309,1,48,26,1,ISOKO SOUTH,5.5117159,6.326511,0.09619759,0.110418447,,,,
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-015,"EWOMA PRIMARY SCHOOL, IVROGBO",170,793,47,101,16,0,ISOKO SOUTH,5.4360634,6.2068299,0.094877205,0.108329618,6,32.28571429,34.71428571,0.428571429
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-017,"IKPIDE TOWN HALL, IKPIDE",287,1196,95,74,102,0,ISOKO SOUTH,5.3063999,6.3778282,0.09261415,0.111314101,,,,
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-018,"UTUE TOWN, UTUE",72,373,20,39,12,0,ISOKO SOUTH,6.227725,6.6590853,0.108694306,0.116222964,1.3,94.5,36.7,0.3
DELTA,ISOKO SOUTH,IRRI  II,10-10-11-020,"URO PRIMARY SCHOOL, URO II",152,545,37,36,64,0,ISOKO SOUTH,5.4360634,6.2068299,0.094877205,0.108329618,5.428571429,42,20.14285714,0.428571429
DELTA,NDOKWA EAST,OSSISSA,10-11-01-002,"ADOFI PRIMARY SCHOOL , OSSISSA UMUOSIMILI II",156,852,0,0,0,0,NDOKWA EAST,5.9148733,6.4744663,0.103234014,0.113000754,16,63.5,26.75,0
DELTA,NDOKWA EAST,OSSISSA,10-11-01-006,"UMUEZE PRIMARY SCHOOL, UMUEZE I",162,529,22,54,76,0,NDOKWA EAST,5.94,6.5056,0.103672558,0.11354414,,,,
DELTA,NDOKWA EAST,OSSISSA,10-11-01-007,"UMUEZE PRIMARY SCHOOL, UMUEZE II",175,502,21,89,46,0,NDOKWA EAST,5.9148733,6.4744663,0.103234014,0.113000754,10.25,47.75,30.75,0
DELTA,NDOKWA EAST,OSSISSA,10-11-01-008,"UMULEKE PRIMARY SCHOOL, UMUEYI/DEWAYE I",211,479,35,89,52,0,NDOKWA EAST,5.9148733,6.4744663,0.103234014,0.113000754,27.75,47.75,38.25,0
DELTA,NDOKWA EAST,AFOR/OBIKWELE,10-11-02-001,"ETITI PRIMARY SCHOOL, AFOR, UMUACHI AFOR",154,842,28,45,49,0,NDOKWA EAST,5.7881642,6.4586735,0.101022523,0.112725118,15,4,27,0
DELTA,NDOKWA EAST,AFOR/OBIKWELE,10-11-02-003,"OKOLORI PRIMARY SCHOOL, OKOLORI, OKOLORI/UMUACHI - OGO",204,810,79,55,45,0,NDOKWA EAST,5.8003753,6.4735222,0.101235647,0.112984277,72,50,39,0
DELTA,NDOKWA EAST,AFOR/OBIKWELE,10-11-02-004,"ISELEGU PRIMARY SCHOOL, UMUACHI-OGO, ISELEGU",180,614,39,42,88,0,NDOKWA EAST,5.8360677,6.4706898,0.101858597,0.112934842,39,42,88,0
DELTA,NDOKWA EAST,AFOR/OBIKWELE,10-11-02-005,"ISELEGU PRIMARY SCHOOL, ISELEGU, ISELEGU",252,716,0,0,0,0,NDOKWA EAST,5.8360677,6.4706898,0.101858597,0.112934842,39,42,88,0
DELTA,NDOKWA EAST,AFOR/OBIKWELE,10-11-02-007,"AMENYI PRIMARY SCHOOL,  OBIKWELE I",147,464,49,48,42,0,NDOKWA EAST,5.8589507,6.4972115,0.10225798,0.113397733,13,6,5,0
DELTA,NDOKWA EAST,AFOR/OBIKWELE,10-11-02-008,"AMENYI PRIMARY SCHOOL, OBIKWELE II",133,375,36,42,47,0,NDOKWA EAST,5.8589507,6.4972115,0.10225798,0.113397733,13,6,5,0
DELTA,NDOKWA EAST,ABARRA/INYI/ONUABOH,10-11-03-001,"ABARA PRIMARY SCHOOL, ABALLA-UNO I",104,766,10,43,30,1,NDOKWA EAST,5.4043657,6.3419437,0.094323975,0.110687799,19,4,7.944444444,0.944444444
DELTA,NDOKWA EAST,ABARRA/INYI/ONUABOH,10-11-03-002,"ABARA PRIMARY SCHOOL, ABALLA-UNO  II",187,788,29,88,63,0,NDOKWA EAST,5.8366302,6.6270712,0.101868414,0.115664212,,,,
DELTA,NDOKWA EAST,ABARRA/INYI/ONUABOH,10-11-03-003,"OSIKPO PRIMARY SCHOOL, ABALLA OBODO III",193,944,9,162,14,0,NDOKWA EAST,5.8425632,6.2948409,0.101971965,0.1098657,13.6,129.4,42.4,0
DELTA,NDOKWA EAST,ABARRA/INYI/ONUABOH,10-11-03-004,"IZAH PRIMARY SCHOOL, ABALLA OSHIMILI",58,750,1,37,20,0,NDOKWA EAST,5.7893652,6.1022694,0.101043484,0.106504693,41,16.52941176,18,0.117647059
DELTA,NDOKWA EAST,ABARRA/INYI/ONUABOH,10-11-03-005,"ONUABOH PRIMARY SCHOOL, ONUABOH   I",162,742,38,38,27,0,NDOKWA EAST,5.8193505,6.5315188,0.101566827,0.113996508,,,,
DELTA,NDOKWA EAST,ABARRA/INYI/ONUABOH,10-11-03-006,"ONUABOH PRIMARY SCHOOL, ONUABOH   II",101,625,14,45,20,0,NDOKWA EAST,5.9638818,6.6851982,0.104089374,0.11667872,0.5,37.5,3.5,0
DELTA,NDOKWA EAST,ABARRA/INYI/ONUABOH,10-11-03-007,"NNOBIA  PRIMARY SCHOOL, INYI I",79,323,14,45,20,0,NDOKWA EAST,5.8552519,6.5905183,0.102193424,0.115026244,,,,
DELTA,NDOKWA EAST,ABARRA/INYI/ONUABOH,10-11-03-008,"NNOBIA  PRIMARY SCHOOL, INYI  II",53,279,12,10,30,0,NDOKWA EAST,5.9638818,6.6851982,0.104089374,0.11667872,3.5,15,11.5,0
DELTA,NDOKWA EAST,ABARRA/INYI/ONUABOH,10-11-03-009,"NNOBIA  PRIMARY SCHOOL, INYI  III",47,261,17,5,17,0,NDOKWA EAST,5.9638818,6.6851982,0.104089374,0.11667872,4,22.5,8,0
DELTA,NDOKWA EAST,ABARRA/INYI/ONUABOH,10-11-03-010,"NNOBIA  PRIMARY SCHOOL, INYI  IV",48,275,1,12,0,0,NDOKWA EAST,5.4043657,6.3419437,0.094323975,0.110687799,28.5,28.72222222,39.61111111,0.111111111
DELTA,NDOKWA EAST,OKPAI/UTCHI/BENEKU,10-11-04-001,"BENEKU PRIMARY SCHOOL, BENEKU I",201,1605,0,0,0,0,NDOKWA EAST,5.690387,6.4726989,0.099315989,0.112969907,,,,
DELTA,NDOKWA EAST,ABOH/AKARRAI,10-11-05-003,"GOVERNMENT MARKET, ABOH  I",285,1489,30,180,52,0,NDOKWA EAST,5.5513676,6.5292579,0.096889643,0.113957048,2.333333333,113.6666667,5,0
DELTA,NDOKWA EAST,ABOH/AKARRAI,10-11-05-004,"GOVERNMENT MARKET, ABOH  II",241,1126,40,98,74,3,NDOKWA EAST,5.5628883,6.5301433,0.097090717,0.113972501,17.6,37.8,10.6,3
DELTA,NDOKWA EAST,ABOH/AKARRAI,10-11-05-005,"GOVERNMENT MARKET, ABOH  III",230,1189,43,121,57,0,NDOKWA EAST,5.5628883,6.5301433,0.097090717,0.113972501,21.2,65.4,9.8,0.6
DELTA,NDOKWA EAST,ABOH/AKARRAI,10-11-05-009,"ABALAGADA PRIMARY SCHOOL, ABALAGADA",138,750,49,40,23,0,NDOKWA EAST,5.627243,6.593027,0.098213918,0.115070029,13.5,0,7.5,0
DELTA,NDOKWA EAST,ABOH/AKARRAI,10-11-05-010,"TO-KWU PRIMARY SCHOOL, AGWE, AGWE IYOM",26,789,0,0,22,0,NDOKWA EAST,5.5508651,6.524592,0.096880872,0.113875613,37.66666667,126.3333333,35,0
DELTA,NDOKWA EAST,ABOH/AKARRAI,10-11-05-011,"ISIONUKPOR  PRIMARY SCHOOL, ISIONUKPOR",64,243,67,12,122,0,NDOKWA EAST,5.589089,6.5732989,0.097548005,0.114725709,,,,
DELTA,NDOKWA EAST,ABOH/AKARRAI,10-11-05-012,"ESIKE PRIMARY SCHOOL, UMUTI",211,780,13,41,76,0,NDOKWA EAST,5.4043657,6.3419437,0.094323975,0.110687799,15.83333333,1.888888889,40.61111111,0.111111111
DELTA,NDOKWA EAST,ABOH/AKARRAI,10-11-05-013,"ETITI PRIMARY SCHOOL, AKARRAI - ETITI",143,750,13,41,76,0,NDOKWA EAST,5.7881642,6.4586735,0.101022523,0.112725118,15,4,27,0
DELTA,NDOKWA EAST,ABOH/AKARRAI,10-11-05-014,"AKARRAI OBODO PRIMARY SCHOOL, AKARRAI - OBODO I",138,632,16,32,85,0,NDOKWA EAST,5.515917,6.4867739,0.096270913,0.113215562,,,,
DELTA,NDOKWA EAST,ABOH/AKARRAI,10-11-05-016,"ONYEMA PRIMARY SCHOOL, AFIANKWO  IYOWO",154,1024,46,11,71,0,NDOKWA EAST,5.4043657,6.3419437,0.094323975,0.110687799,19,29.77777778,35.33333333,0.111111111
DELTA,NDOKWA EAST,ONYIA/ADIAI/OTUOKU/UMUOLU,10-11-06-001,"NTU-ONUMU PRIMARY SCHOOL, OMUOLU  I",120,649,18,75,21,2,NDOKWA EAST,5.7250178,6.6010652,0.09992041,0.115210322,,,,
DELTA,NDOKWA EAST,ONYIA/ADIAI/OTUOKU/UMUOLU,10-11-06-002,"NTU-ONUMU PRIMARY SCHOOL, OMUOLU  II",119,682,17,62,31,0,NDOKWA EAST,5.4043657,6.3419437,0.094323975,0.110687799,11.61111111,24.05555556,6.888888889,0.111111111
DELTA,NDOKWA EAST,ONYIA/ADIAI/OTUOKU/UMUOLU,10-11-06-003,"NTU-ONUMU PRIMARY SCHOOL, OMUOLU  III",101,526,8,76,9,0,NDOKWA EAST,5.9148733,6.4744663,0.103234014,0.113000754,6,31.5,15.5,0
DELTA,NDOKWA EAST,ONYIA/ADIAI/OTUOKU/UMUOLU,10-11-06-004,"ESHIOGBE PRIMARY SCHOOL, OKPOKORIKA OGBESU",89,556,13,7,58,0,NDOKWA EAST,5.4043657,6.3419437,0.094323975,0.110687799,15.83333333,34,21.61111111,0.111111111
DELTA,NDOKWA EAST,ONYIA/ADIAI/OTUOKU/UMUOLU,10-11-06-005,"ONYUKU PRIMARY SCHOOL, ONYAH I",133,725,9,48,36,0,NDOKWA EAST,5.3703028,6.4609998,0.093729466,0.112765719,8,37.5,20.5,0
DELTA,NDOKWA EAST,ONYIA/ADIAI/OTUOKU/UMUOLU,10-11-06-006,"ONYUKU PRIMARY SCHOOL, ONYAH II",54,580,2,13,23,0,NDOKWA EAST,5.3703028,6.4609998,0.093729466,0.112765719,2.5,15,1,0
DELTA,NDOKWA EAST,ONYIA/ADIAI/OTUOKU/UMUOLU,10-11-06-007,"ANIEZE PRIMARY SCHOOL, OWOROBIA",62,590,3,23,28,0,NDOKWA EAST,5.4043657,6.3419437,0.094323975,0.110687799,26.38888889,17.11111111,10.05555556,0.111111111
DELTA,NDOKWA EAST,ONYIA/ADIAI/OTUOKU/UMUOLU,10-11-06-008,"EDERO PRIMARY SCHOOL, WARRI  IRRI",84,626,7,24,36,0,NDOKWA EAST,5.3425699,6.4932297,0.093245435,0.113328237,,,,
DELTA,NDOKWA EAST,ONYIA/ADIAI/OTUOKU/UMUOLU,10-11-06-009,"UKPO PRIMARY SCHOOL, UTUOKU",112,791,6,48,35,2,NDOKWA EAST,5.3773078,6.482901,0.093851726,0.113147968,,,,
DELTA,NDOKWA EAST,ONYIA/ADIAI/OTUOKU/UMUOLU,10-11-06-010,"ADIAI  OBIAKA  PRIMARY SCHOOL,   ADIAI I",52,317,9,33,10,0,NDOKWA EAST,5.3945997,6.4742811,0.094153527,0.112997522,,,,
DELTA,NDOKWA EAST,ONYIA/ADIAI/OTUOKU/UMUOLU,10-11-06-011,"ADIAI  OBIAKA  PRIMARY SCHOOL,   ADIAI II",18,179,0,8,8,0,NDOKWA EAST,5.3703028,6.4609998,0.093729466,0.112765719,5.5,22.5,21.5,0
DELTA,NDOKWA EAST,IBEDENI,10-11-08-001,"IBEDENI PRIMARY SCHOOL,  IBEDENI",205,775,70,61,58,0,NDOKWA EAST,5.4043657,6.3419437,0.094323975,0.110687799,44.33333333,23,21.61111111,0.111111111
DELTA,NDOKWA EAST,IBEDENI,10-11-08-003,"OBIOMA PRIMARY SCHOOL, AZAGBA I",119,643,22,71,14,0,NDOKWA EAST,5.4043657,6.3419437,0.094323975,0.110687799,6.333333333,33.55555556,24.83333333,0.111111111
DELTA,NDOKWA EAST,IBREDE/IGBUKU / ONOGBOKOR,10-11-09-001,"EGBEDI PRIMARY SCHOOL, IBREDE  I",159,524,32,46,53,0,NDOKWA EAST,5.5586178,6.3908505,0.097016182,0.111541383,,,,
